"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 11, 2018","380.00","379.64","380.98","378.38","-","0.09%"
"Jun 08, 2018","379.64","377.93","380.22","376.06","-","0.26%"
"Jun 07, 2018","378.65","380.35","381.15","377.09","-","-0.54%"
"Jun 06, 2018","380.70","374.48","380.84","372.99","-","1.86%"
"Jun 05, 2018","373.73","371.78","375.19","371.61","-","0.76%"
"Jun 04, 2018","370.91","370.06","371.59","370.06","-","0.57%"
"Jun 01, 2018","368.82","366.15","369.96","365.80","-","1.54%"
"May 31, 2018","363.22","366.73","366.82","363.06","-","-0.87%"
"May 30, 2018","366.39","363.48","367.37","363.48","-","1.08%"
"May 29, 2018","362.49","366.64","367.82","361.27","-","-1.77%"
"May 25, 2018","369.02","370.03","370.07","367.65","-","-0.51%"
"May 24, 2018","370.91","372.16","373.06","369.07","-","-0.42%"
"May 23, 2018","372.49","370.79","372.49","369.04","-","-0.18%"
"May 22, 2018","373.17","377.18","377.44","372.86","-","-0.91%"
"May 21, 2018","376.60","376.15","377.39","375.04","-","0.56%"
"May 18, 2018","374.52","373.57","375.58","373.36","-","0.14%"
"May 17, 2018","373.98","372.94","375.36","372.28","-","0.21%"
"May 16, 2018","373.20","368.86","373.62","368.86","-","1.15%"
"May 15, 2018","368.96","368.53","369.44","365.84","-","-0.29%"
"May 14, 2018","370.04","369.94","371.22","368.53","-","0.39%"
"May 11, 2018","368.61","369.11","371.52","368.05","-","-0.04%"
"May 10, 2018","368.75","366.68","370.74","366.40","-","0.78%"
"May 09, 2018","365.90","362.24","366.47","362.10","-","1.41%"
"May 08, 2018","360.81","360.72","362.31","358.83","-","-0.25%"
"May 07, 2018","361.71","361.65","363.80","360.40","-","0.03%"
"May 04, 2018","361.60","355.58","363.61","354.63","-","1.28%"
