"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 23, 2008","208.81","206.98","210.69","206.98","63.01M","0.88%"
"Jun 20, 2008","206.98","210.24","210.35","206.58","97.71M","-1.55%"
"Jun 19, 2008","210.24","208.55","210.53","208.15","75.42M","0.81%"
"Jun 18, 2008","208.55","209.26","210.32","207.79","68.60M","-0.34%"
"Jun 17, 2008","209.26","209.14","210.52","208.94","57.98M","0.04%"
"Jun 16, 2008","209.18","209.20","209.35","205.90","56.35M","-0.01%"
"Jun 13, 2008","209.20","206.17","209.38","206.17","69.62M","1.47%"
"Jun 12, 2008","206.17","206.23","207.05","205.48","67.46M","-0.05%"
"Jun 11, 2008","206.27","208.24","208.63","205.92","78.55M","-0.95%"
"Jun 10, 2008","208.24","208.01","208.71","205.45","65.21M","0.11%"
"Jun 09, 2008","208.01","204.77","208.53","204.77","63.86M","1.55%"
"Jun 06, 2008","204.83","210.13","210.13","204.72","85.26M","-2.58%"
"Jun 05, 2008","210.25","207.83","210.27","206.67","70.99M","1.12%"
"Jun 04, 2008","207.92","205.51","208.28","205.28","76.97M","1.13%"
"Jun 03, 2008","205.60","206.81","208.46","204.97","85.59M","-0.59%"
"Jun 02, 2008","206.81","208.96","208.96","205.84","75.35M","-1.03%"
"May 30, 2008","208.96","206.42","209.69","208.05","84.52M","-0.09%"
"May 29, 2008","209.15","207.71","210.18","207.46","73.34M","0.69%"
"May 28, 2008","207.71","207.63","208.46","206.47","71.31M","-0.03%"
"May 27, 2008","207.77","206.25","208.10","206.18","61.12M","0.74%"
"May 23, 2008","206.25","210.35","210.35","206.16","68.81M","-1.95%"
"May 22, 2008","210.35","209.38","211.21","208.67","74.55M","0.46%"
"May 21, 2008","209.38","209.48","212.08","209.14","88.93M","-0.05%"
"May 20, 2008","209.48","208.79","210.95","208.52","74.75M","0.33%"
"May 19, 2008","208.79","206.42","209.34","206.42","68.41M","1.15%"
"May 16, 2008","206.42","205.14","206.74","204.51","67.52M","0.62%"
